link,nombre,categoria,razon_rechazo,query_original,fecha_scraping,fecha_validacion
https://www.google.com/maps/place/Cotillon+Siglo+21+centro/data=!4m7!3m6!1s0x960a322d5697b3ab:0x96e1dbbf20827301!8m2!3d-38.9591513!4d-68.059633!16s%2Fg%2F1vhq4xfs!19sChIJq7OXVi0yCpYRAXOCIL_b4ZY?authuser=0&hl=en&rclk=1,Cotillon Siglo 21 centro,Party store,"Es una tienda de artículos para fiestas (party store), no vende comida como función principal",Pastelería en Zona Oeste Neuquén Capital,2026-01-07T11:23:44.852892,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Supermercado+Capriolo/data=!4m7!3m6!1s0x960a3237e93f9959:0x9e287ff9534dc91c!8m2!3d-38.9697013!4d-68.0706812!16s%2Fg%2F1tpn3s1n!19sChIJWZk_6TcyCpYRHMlNU_l_KJ4?authuser=0&hl=en&rclk=1,Supermercado Capriolo,Supermarket,"Es un supermercado, no un establecimiento gastronómico dedicado",Pastelería en Zona Oeste Neuquén Capital,2026-01-07T11:23:44.852892,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Veguicioso!!/data=!4m7!3m6!1s0x960a33bc71648db1:0xb8079561c4bf6d2d!8m2!3d-38.9407143!4d-68.1040742!16s%2Fg%2F11qjmyx342!19sChIJsY1kcbwzCpYRLW2_xGGVB7g?authuser=0&hl=en&rclk=1,Veguicioso!!,Grocery store,"Es una tienda de comestibles (grocery store), no un establecimiento gastronómico dedicado",Comida vegana en Neuquén Capital,2026-01-07T11:25:59.003966,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/IGI+Neuqu%C3%A9n+-+Instituto+Gastron%C3%B3mico+Internacional/data=!4m7!3m6!1s0x960a33d0283fc75d:0xc238f4a25ef38dfc!8m2!3d-38.9508781!4d-68.0595901!16s%2Fg%2F11hd9lpgs0!19sChIJXcc_KNAzCpYR_I3zXqL0OMI?authuser=0&hl=en&rclk=1,IGI Neuquén - Instituto Gastronómico Internacional,Cooking school,"Es una escuela de cocina, su función principal es la enseñanza, no la venta de comida/bebidas para consumir.",Gastronomía en Neuquén Capital,2026-01-07T11:26:17.633300,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/IGA+Neuqu%C3%A9n+%7C+Instituto+Gastron%C3%B3mico+de+las+Am%C3%A9ricas/data=!4m7!3m6!1s0x960a33c940b082f1:0x5b814384deb2a9b9!8m2!3d-38.9540514!4d-68.066899!16s%2Fg%2F1wk4f7ll!19sChIJ8YKwQMkzCpYRuamy3oRDgVs?authuser=0&hl=en&rclk=1,IGA Neuquén | Instituto Gastronómico de las Américas,Cooking school,"Es una escuela de cocina, su función principal es la enseñanza, no la venta de comida/bebidas para consumir.",Gastronomía en Neuquén Capital,2026-01-07T11:26:17.633300,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Gastron%C3%B3mica+Sur/data=!4m7!3m6!1s0x960a339a3534c31f:0xd331d9db92d090ea!8m2!3d-38.9495482!4d-68.1006869!16s%2Fg%2F11l2p2lx_h!19sChIJH8M0NZozCpYR6pDQktvZMdM?authuser=0&hl=en&rclk=1,Gastronómica Sur,Bakery equipment,"Vende equipamiento para panaderías, no comida/bebidas para consumir.",Gastronomía en Neuquén Capital,2026-01-07T11:26:17.633300,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Gastronomic+Union+Uthgra/data=!4m7!3m6!1s0x960a33cea8f55699:0x4440386674851b8c!8m2!3d-38.9512149!4d-68.0675523!16s%2Fg%2F11b72btjx3!19sChIJmVb1qM4zCpYRjBuFdGY4QEQ?authuser=0&hl=en&rclk=1,Gastronomic Union Uthgra,Association / Organization,"Es una asociación u organización, no un establecimiento que venda comida/bebidas.",Gastronomía en Neuquén Capital,2026-01-07T11:26:17.633300,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Le+Gourmet+-+Tienda+Gastron%C3%B3mica/data=!4m7!3m6!1s0x960a33bc951de0c7:0x2353303be04aaada!8m2!3d-38.45155!4d-63.5989957!16s%2Fg%2F11g2y1c9ld!19sChIJx-AdlbwzCpYR2qpK4DswUyM?authuser=0&hl=en&rclk=1,Le Gourmet - Tienda Gastronómica,Bazar,"Es un bazar/tienda de artículos, no vende comida/bebidas para consumir.",Gastronomía en Neuquén Capital,2026-01-07T11:26:17.633300,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Mila+Express/data=!4m7!3m6!1s0x960a33dce75b25af:0xd999aa828075f652!8m2!3d-38.9626211!4d-68.0782821!16s%2Fg%2F11y0cz180f!19sChIJryVb59wzCpYRUvZ1gIKqmdk?authuser=0&hl=en&rclk=1,Mila Express,Food manufacturer,"Es un fabricante de alimentos, no un establecimiento de venta directa al consumidor",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Al+Cesar+las+Milanesas/data=!4m7!3m6!1s0x960a33c996acec4f:0x237f533c048fcab4!8m2!3d-38.9392743!4d-68.0819893!16s%2Fg%2F11fmq0ky2j!19sChIJT-yslskzCpYRtMqPBDxTfyM?authuser=0&hl=en&rclk=1,Al Cesar las Milanesas,Grocery store,"Es una tienda de abarrotes (grocery store), no un establecimiento gastronómico",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/El+Rey+de+la+Milanesa/data=!4m7!3m6!1s0x960a33a051ff1f39:0xbef72088e7138516!8m2!3d-38.947375!4d-68.092848!16s%2Fg%2F11b73qs0dz!19sChIJOR__UaAzCpYRFoUT54gg974?authuser=0&hl=en&rclk=1,El Rey de la Milanesa,Storage facility,"Es una instalación de almacenamiento, no vende comida",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Los+Gurises/data=!4m7!3m6!1s0x960a339d71880241:0x6c35221a446ecce7!8m2!3d-38.9378014!4d-68.0943298!16s%2Fg%2F1tmplp_9!19sChIJQQKIcZ0zCpYR58xuRBoiNWw?authuser=0&hl=en&rclk=1,Los Gurises,Add website,La categoría 'Add website' no indica función gastronómica,Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/POLLITA+M%C3%8DA/data=!4m7!3m6!1s0x960a33ecb1174195:0x8b4fa84349a7860!8m2!3d-38.9506893!4d-68.0823031!16s%2Fg%2F11lfzq6gt_!19sChIJlUEXsewzCpYRYHiaNIT6tAg?authuser=0&hl=en&rclk=1,POLLITA MÍA,Poultry store,"Es una tienda de aves (poultry store), no un restaurante",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Ajo+y+perejil+elaboraci%C3%B3n+de+milanesas/data=!4m7!3m6!1s0x960a31e3ef74d281:0xc90cd9dc29e39bbc!8m2!3d-38.9631995!4d-68.0396401!16s%2Fg%2F11tf2cpj2s!19sChIJgdJ07-MxCpYRvJvjKdzZDMk?authuser=0&hl=en&rclk=1,Ajo y perejil elaboración de milanesas,Chicken shop,"Es una tienda de pollos (chicken shop), no un establecimiento gastronómico",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Milanesas+al+toke/data=!4m7!3m6!1s0x960a333f4f8043ed:0xd22fd9b1051094c8!8m2!3d-38.9451535!4d-68.0952891!16s%2Fg%2F11jcxll7hv!19sChIJ7UOATz8zCpYRyJQQBbHZL9I?authuser=0&hl=en&rclk=1,Milanesas al toke,Grocery store,"Grocery store (tienda de abarrotes) es un supermercado/minimarket, no un establecimiento gastronómico",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/El+Almac%C3%A9n+Del+Rulo/data=!4m7!3m6!1s0x960a32392d14977f:0xe1271b83dfd16083!8m2!3d-38.9753159!4d-68.0679719!16s%2Fg%2F11cs39zxlj!19sChIJf5cULTkyCpYRg2DR34MbJ-E?authuser=0&hl=en&rclk=1,El Almacén Del Rulo,Home goods store,Home goods store (tienda de artículos para el hogar) no vende comida como función principal,Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/La+Casa+del+Cerdo/data=!4m7!3m6!1s0x960a3348d422356b:0xd9db2d8ea80551c5!8m2!3d-38.9631973!4d-68.0589394!16s%2Fg%2F11fq4ssp_x!19sChIJazUi1EgzCpYRxVEFqI4t29k?authuser=0&hl=en&rclk=1,La Casa del Cerdo,Butcher shop,"Es una carnicería (butcher shop), tienda de venta de carne, no un lugar para consumir comida",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/La+casa+de+Milanesa/data=!4m7!3m6!1s0x960a35003eb03707:0x3863d5e4b036741b!8m2!3d-38.882786!4d-68.095936!16s%2Fg%2F11xs8jm50r!19sChIJBzewPgA1CpYRG3Q2sOTVYzg?authuser=0&hl=en&rclk=1,La casa de Milanesa,Condominium complex,"Es un complejo de condominios, no un establecimiento de venta de comida o bebidas",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Mafalda/data=!4m7!3m6!1s0x960a322ad600d1fb:0x565da9727e51a9c2!8m2!3d-38.9574125!4d-68.0508853!16s%2Fg%2F11h40z84w7!19sChIJ-9EA1ioyCpYRwqlRfnKpXVY?authuser=0&hl=en&rclk=1,Mafalda,Grocery store,"Es una tienda de abarrotes (grocery store), no un lugar para consumir comida",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/La+Comarca+Casa+De+Milanesas+Y+Polleria/data=!4m7!3m6!1s0x960a30c35d62be63:0x47aa94c4cac95812!8m2!3d-38.9200615!4d-67.9866834!16s%2Fg%2F11j34rtkxd!19sChIJY75iXcMwCpYREljJysSUqkc?authuser=0&hl=en&rclk=1,La Comarca Casa De Milanesas Y Polleria,Meat products store,"Es una tienda de productos cárnicos (meat products store), no un lugar para consumir comida",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Pin-Pollo+Poller%C3%ADa+Almac%C3%A9n+Natural/data=!4m7!3m6!1s0x960a339a2c476409:0x3901bc9792a1d67b!8m2!3d-38.9650199!4d-68.0624459!16s%2Fg%2F11p6vtxgtj!19sChIJCWRHLJozCpYRe9ahkpe8ATk?authuser=0&hl=en&rclk=1,Pin-Pollo Pollería Almacén Natural,Store,"Es una tienda (store) que incluye pollería y almacén, no un lugar para consumir comida",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/POLLERIA+%22ALITAS+ARRIBA%22/data=!4m7!3m6!1s0x960a334c25b083ed:0xc386b80f593f7073!8m2!3d-38.9626731!4d-68.0516891!16s%2Fg%2F11r9dpr9ks!19sChIJ7YOwJUwzCpYRc3A_WQ-4hsM?authuser=0&hl=en&rclk=1,"POLLERIA ""ALITAS ARRIBA""",Chicken shop,"Es una tienda de pollo (chicken shop), no un restaurante para consumir comida",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Polleria+El+Pela/data=!4m7!3m6!1s0x960a310ec21d12e5:0x403d049d570bbc8f!8m2!3d-38.9569773!4d-68.0395184!16s%2Fg%2F11fs7zdcgf!19sChIJ5RIdwg4xCpYRj7wLV50EPUA?authuser=0&hl=en&rclk=1,Polleria El Pela,Supermarket,"Es un supermercado, no un lugar para consumir comida",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Flor+de+Pechuga/data=!4m7!3m6!1s0x960a33f7b120dfab:0x56df6fd404f880f3!8m2!3d-38.9484182!4d-68.0709026!16s%2Fg%2F11k1n8qp8c!19sChIJq98gsfczCpYR84D4BNRv31Y?authuser=0&hl=en&rclk=1,Flor de Pechuga,Poultry store,"Es una tienda de aves (poultry store), no un lugar para consumir comida",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Todo+Fresco/data=!4m7!3m6!1s0x960a33d422a93a2f:0xc59faa5d6063f480!8m2!3d-38.9530209!4d-68.0523755!16s%2Fg%2F11bvvy60s6!19sChIJLzqpItQzCpYRgPRjYF2qn8U?authuser=0&hl=en&rclk=1,Todo Fresco,Store,"Categoría 'Store' sugiere tienda, no establecimiento gastronómico principal",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Distribuidora+Pollomania/data=!4m7!3m6!1s0x960a335ef7174393:0x67aaf3093a71fb6f!8m2!3d-38.93466!4d-68.13293!16s%2Fg%2F11dybh0gnc!19sChIJk0MX914zCpYRb_txOgnzqmc?authuser=0&hl=en&rclk=1,Distribuidora Pollomania,Grocery store,Categoría 'Grocery store' es supermercado o tienda de comestibles,Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Granja+Del+Valle+Pollolin/data=!4m7!3m6!1s0x960a3314c923a871:0xd6e9c59165cd7f99!8m2!3d-38.9503086!4d-68.1151161!16s%2Fg%2F11cs39dr13!19sChIJcagjyRQzCpYRmX_NZZHF6dY?authuser=0&hl=en&rclk=1,Granja Del Valle Pollolin,Butcher shop,"Categoría 'Butcher shop' es carnicería, no establecimiento para consumir comida",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/La+Casa+Del+Fiambre/data=!4m7!3m6!1s0x960a322e2b578de7:0x12108c745ddf152!8m2!3d-38.9668672!4d-68.0594902!16s%2Fg%2F11h6f_clwy!19sChIJ541XKy4yCpYRUvHdRccIIQE?authuser=0&hl=en&rclk=1,La Casa Del Fiambre,Warehouse,"Es un almacén (warehouse), no un establecimiento de venta directa de comida para consumo inmediato",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Polleria+El+Cielo+Del+Pollo/data=!4m7!3m6!1s0x960a33fd234e462d:0x626ac4ed0f4d532f!8m2!3d-38.9360058!4d-68.1170155!16s%2Fg%2F11hdj67v5v!19sChIJLUZOI_0zCpYRL1NND-3EamI?authuser=0&hl=en&rclk=1,Polleria El Cielo Del Pollo,Grocery store,"Es una tienda de abarrotes (grocery store), no un establecimiento gastronómico",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Poller%C3%ADa+FLOR+de+PECHUGA/data=!4m7!3m6!1s0x960a33a63d38a461:0x9deb3d38a6f4f9fd!8m2!3d-38.9652604!4d-68.0678371!16s%2Fg%2F11qm38svvj!19sChIJYaQ4PaYzCpYR_fn0pjg9650?authuser=0&hl=en&rclk=1,Pollería FLOR de PECHUGA,Grocery store,"Es una tienda de abarrotes (grocery store), no un establecimiento gastronómico",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Despensa+Nora/data=!4m7!3m6!1s0x960a35a98eaf401d:0x880135fba0f9069!8m2!3d-38.9120917!4d-68.0834919!16s%2Fg%2F11mw8lfwbq!19sChIJHUCvjqk1CpYRaZAPul8TgAg?authuser=0&hl=en&rclk=1,Despensa Nora,Grocery store,"Es una despensa (grocery store), no un establecimiento gastronómico",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/PESCADERIA%E3%80%8A~MERO+fish+market+~%E3%80%8B/data=!4m7!3m6!1s0x960a330da01a01fb:0x241743be3b66080!8m2!3d-38.9548175!4d-68.1024269!16s%2Fg%2F11b73m127l!19sChIJ-wEaoA0zCpYRgGC24zt0QQI?authuser=0&hl=en&rclk=1,PESCADERIA《~MERO fish market ~》,Seafood market,"Es un mercado de pescado (seafood market), principalmente venta de productos crudos, no preparados para consumo inmediato",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Senderos+de+Raza/data=!4m7!3m6!1s0x960a33a8a7d14c69:0xba54a3c826a310e5!8m2!3d-38.9605389!4d-68.1013152!16s%2Fg%2F11nxr70nh0!19sChIJaUzRp6gzCpYR5RCjJsijVLo?authuser=0&hl=en&rclk=1,Senderos de Raza,Butcher shop,"Es una carnicería (butcher shop), venta de carne cruda, no preparada para consumo inmediato",Milanesas en Neuquén Capital,2026-01-07T11:28:05.134447,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Carrefour/data=!4m7!3m6!1s0x960a322d527843c3:0x202038c3ae71bad!8m2!3d-38.958794!4d-68.0583096!16s%2Fg%2F1tcvqggt!19sChIJw0N4Ui0yCpYRrRvnOowDAgI?authuser=0&hl=en&rclk=1,Carrefour,Grocery store,"Es un supermercado (grocery store), no un establecimiento gastronómico",Pastelería en Centro Neuquén Capital,2026-01-07T11:28:42.726104,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/ROTISERIA+VANINA/data=!4m7!3m6!1s0x960a3334fc787b2d:0xb85eae24eeb0b3fc!8m2!3d-38.9507204!4d-68.0793369!16s%2Fg%2F11hf0fnv6k!19sChIJLXt4_DQzCpYR_LOw7iSuXrg?authuser=0&hl=en&rclk=1,ROTISERIA VANINA,Supermarket,"Categorizado como supermercado, no es un establecimiento gastronómico principal",Rotisería en Neuquén Capital,2026-01-07T11:29:21.841984,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Talabarteria+Don+Segundo/data=!4m7!3m6!1s0x960a33cb3d840441:0x602bfc0f35409946!8m2!3d-38.959099!4d-68.0676022!16s%2Fg%2F11c2q0540l!19sChIJQQSEPcszCpYRRplANQ_8K2A?authuser=0&hl=en&rclk=1,Talabarteria Don Segundo,Home goods store,"Es una tienda de artículos para el hogar, no vende comida o bebidas para consumir",Parrilla en Zona Alto Neuquén Capital,2026-01-07T11:30:36.939898,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/AP+%26+H+ANTONIOPAN+%26+SONS/data=!4m7!3m6!1s0x960a33c97871f0fd:0xb7f991e1126075c8!8m2!3d-38.959157!4d-68.0499573!16s%2Fg%2F1tzzwq8w!19sChIJ_fBxeMkzCpYRyHVgEuGR-bc?authuser=0&hl=en&rclk=1,AP & H ANTONIOPAN & SONS,Building materials store,"Es una tienda de materiales de construcción, no vende comida o bebidas para consumir",Parrilla en Zona Alto Neuquén Capital,2026-01-07T11:30:36.939898,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/live+IN+-+Muebles+de+hogar+%26+oficinas/data=!4m7!3m6!1s0x960a33c8d6fc9561:0x3324217382921c7f!8m2!3d-38.9564758!4d-68.0688687!16s%2Fg%2F1hc3g6s5d!19sChIJYZX81sgzCpYRfxySgnMhJDM?authuser=0&hl=en&rclk=1,live IN - Muebles de hogar & oficinas,Furnace store,"Es una tienda de muebles, no vende comida o bebidas para consumir",Parrilla en Zona Alto Neuquén Capital,2026-01-07T11:30:36.939898,2026-01-07T13:15:41.291115
